locus_tag	ftype	length_bp	gene	EC_number	COG	product
AJKAJODB_00354	CDS	1122	queE_1	4.3.99.3		7-carboxy-7-deazaguanine synthase
AJKAJODB_00355	CDS	837	yfkC		COG0668	putative MscS family protein YfkC
AJKAJODB_00356	CDS	792	yfkD			putative protein YfkD
AJKAJODB_00357	CDS	1056	chaA		COG0387	Ca(2+)/H(+) antiporter ChaA
AJKAJODB_00358	CDS	1176	ycaD			putative MFS-type transporter YcaD
AJKAJODB_00359	CDS	828				hypothetical protein
AJKAJODB_00360	CDS	321				hypothetical protein
AJKAJODB_00361	CDS	471	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
AJKAJODB_00362	CDS	216				hypothetical protein
AJKAJODB_00363	CDS	1191	ydiN			Inner membrane transport protein YdiN
AJKAJODB_00364	CDS	1707				hypothetical protein
AJKAJODB_00365	CDS	840				hypothetical protein
AJKAJODB_00366	CDS	3879				hypothetical protein
AJKAJODB_00367	CDS	165				hypothetical protein
AJKAJODB_00368	CDS	339				hypothetical protein
AJKAJODB_00369	CDS	612				hypothetical protein
AJKAJODB_00370	CDS	381				hypothetical protein
AJKAJODB_00371	CDS	384				hypothetical protein
AJKAJODB_00372	CDS	348				hypothetical protein
AJKAJODB_00373	CDS	492				hypothetical protein
AJKAJODB_00374	CDS	315				hypothetical protein
AJKAJODB_00375	CDS	1203				hypothetical protein
AJKAJODB_00376	CDS	627				hypothetical protein
AJKAJODB_00377	CDS	1248				hypothetical protein
AJKAJODB_00378	CDS	216				hypothetical protein
AJKAJODB_00379	CDS	1710				hypothetical protein
AJKAJODB_00380	CDS	534				hypothetical protein
AJKAJODB_00381	CDS	414				hypothetical protein
AJKAJODB_00382	CDS	333				hypothetical protein
AJKAJODB_00383	CDS	159				hypothetical protein
AJKAJODB_00384	CDS	210				hypothetical protein
AJKAJODB_00385	CDS	816	ydjP	3.-.-.-	COG0596	AB hydrolase superfamily protein YdjP
AJKAJODB_00386	CDS	825				hypothetical protein
AJKAJODB_00387	CDS	162				hypothetical protein
AJKAJODB_00388	CDS	1542	cotA		COG2132	Spore coat protein A
AJKAJODB_00389	CDS	1410	gabP		COG1113	GABA permease
AJKAJODB_00390	CDS	873	mneS_1		COG0053	Manganese efflux system protein MneS
AJKAJODB_00391	CDS	963				hypothetical protein
AJKAJODB_00392	CDS	1197				hypothetical protein
AJKAJODB_00393	CDS	2214				hypothetical protein
AJKAJODB_00394	CDS	1551	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
AJKAJODB_00395	CDS	780				hypothetical protein
AJKAJODB_00396	CDS	1323	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
AJKAJODB_00397	CDS	804				hypothetical protein
AJKAJODB_00398	CDS	168				hypothetical protein
AJKAJODB_00399	CDS	555				hypothetical protein
AJKAJODB_00400	CDS	198				hypothetical protein
AJKAJODB_00401	CDS	489	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
AJKAJODB_00402	CDS	1143	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
AJKAJODB_00403	CDS	1296	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
AJKAJODB_00404	CDS	726	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
AJKAJODB_00405	CDS	255	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
AJKAJODB_00406	CDS	684	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
AJKAJODB_00407	CDS	2229	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
AJKAJODB_00408	CDS	1431	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
AJKAJODB_00409	CDS	1041	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
AJKAJODB_00410	CDS	588	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
AJKAJODB_00411	CDS	1539	purH			Bifunctional purine biosynthesis protein PurH
AJKAJODB_00412	CDS	1269	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
AJKAJODB_00413	CDS	423	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
AJKAJODB_00414	CDS	1275	yjeH_1		COG0531	L-methionine/branched-chain amino acid exporter YjeH
AJKAJODB_00415	CDS	1743	yerA	3.5.4.2	COG1001	Putative adenine deaminase YerA
AJKAJODB_00416	CDS	996	yerB			Putative lipoprotein YerB
AJKAJODB_00417	CDS	315				hypothetical protein
AJKAJODB_00418	CDS	1578				hypothetical protein
AJKAJODB_00419	CDS	162				hypothetical protein
AJKAJODB_00420	CDS	687	pcrB	2.5.1.-	COG1646	Heptaprenylglyceryl phosphate synthase
AJKAJODB_00421	CDS	2220	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
AJKAJODB_00422	CDS	2007	ligA	6.5.1.2		DNA ligase
AJKAJODB_00423	CDS	1191				hypothetical protein
AJKAJODB_00424	CDS	333				hypothetical protein
AJKAJODB_00425	CDS	333				hypothetical protein
AJKAJODB_00426	CDS	519	yfkM	3.2.-.-	COG0693	General stress protein 18
AJKAJODB_00427	CDS	4389	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
AJKAJODB_00428	CDS	666	yfkO	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YfkO
AJKAJODB_00429	CDS	717	treR		COG2188	HTH-type transcriptional regulator TreR
AJKAJODB_00430	CDS	1686	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
AJKAJODB_00431	CDS	1413	treP		COG1263	PTS system trehalose-specific EIIBC component
AJKAJODB_00432	CDS	201				hypothetical protein
AJKAJODB_00433	CDS	1416	alsT_1		COG1115	Amino-acid carrier protein AlsT
AJKAJODB_00434	CDS	393				hypothetical protein
AJKAJODB_00435	CDS	1950	ltaS2_1		COG1368	Lipoteichoic acid synthase 2
AJKAJODB_00436	CDS	1359	nagP			PTS system N-acetylglucosamine-specific EIICB component
AJKAJODB_00437	CDS	750	mapB	3.4.11.18	COG0024	Methionine aminopeptidase 2
AJKAJODB_00438	CDS	315	yflH_1			putative protein YflH
AJKAJODB_00439	CDS	138				hypothetical protein
AJKAJODB_00440	CDS	666	yiiM		COG2258	Protein YiiM
AJKAJODB_00441	CDS	276	acyP	3.6.1.7	COG1254	Acylphosphatase
AJKAJODB_00442	CDS	1092	nos	1.14.14.47	COG4362	Nitric oxide synthase oxygenase
AJKAJODB_00443	CDS	795	yflN	3.-.-.-	COG0491	putative metallo-hydrolase YflN
AJKAJODB_00444	CDS	1302	citM		COG2851	Mg(2+)/citrate complex secondary transporter
AJKAJODB_00445	CDS	960				hypothetical protein
AJKAJODB_00446	CDS	681	citT		COG4565	Transcriptional regulatory protein CitT
AJKAJODB_00447	CDS	1629	citS	2.7.13.3	COG3290	Sensor protein CitS
AJKAJODB_00448	CDS	1437	yflS		COG0471	Putative malate transporter YflS
AJKAJODB_00449	CDS	1263	pel	4.2.2.2	COG3866	Pectate lyase
AJKAJODB_00450	CDS	1131	yfmL	3.6.4.13	COG0513	putative ATP-dependent RNA helicase YfmL
AJKAJODB_00451	CDS	1557	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
AJKAJODB_00452	CDS	333				hypothetical protein
AJKAJODB_00453	CDS	666	pelC	4.2.2.2		Pectate lyase C
AJKAJODB_00454	CDS	753				hypothetical protein
AJKAJODB_00455	CDS	1176	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
AJKAJODB_00456	CDS	642	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
AJKAJODB_00457	CDS	1284	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
AJKAJODB_00458	CDS	585	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
AJKAJODB_00459	CDS	639	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
AJKAJODB_00460	CDS	738	priA_1	5.3.1.16	COG0106	Phosphoribosyl isomerase A
AJKAJODB_00461	CDS	759	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
AJKAJODB_00462	CDS	630	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
AJKAJODB_00463	CDS	723	yvcA			Putative lipoprotein YvcA
AJKAJODB_00464	CDS	1908				hypothetical protein
AJKAJODB_00465	CDS	354				hypothetical protein
AJKAJODB_00466	CDS	1770	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
AJKAJODB_00467	CDS	1455				hypothetical protein
AJKAJODB_00468	CDS	1410	cwlO	3.4.-.-	COG0791	Peptidoglycan DL-endopeptidase CwlO
AJKAJODB_00469	CDS	930	trxB	1.8.1.9	COG0492	Thioredoxin reductase
AJKAJODB_00470	CDS	477	mutX	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
AJKAJODB_00471	CDS	888	yvcJ		COG1660	Nucleotide-binding protein YvcJ
AJKAJODB_00472	CDS	996			COG0391	Gluconeogenesis factor
AJKAJODB_00473	CDS	951	whiA		COG1481	putative cell division protein WhiA
AJKAJODB_00474	CDS	258	crh		COG1925	HPr-like protein Crh
AJKAJODB_00475	CDS	756	nat	2.3.1.5	COG2162	Arylamine N-acetyltransferase
AJKAJODB_00476	CDS	714	graR_1		COG0745	Response regulator protein GraR
AJKAJODB_00477	CDS	1071	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
AJKAJODB_00478	CDS	780	yxdL_1		COG1136	ABC transporter ATP-binding protein YxdL
AJKAJODB_00479	CDS	1941	yxdM_1			ABC transporter permease protein YxdM
AJKAJODB_00480	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
AJKAJODB_00481	CDS	585	csh_1	3.13.1.5		Carbon disulfide hydrolase
AJKAJODB_00482	CDS	1593	dauA		COG0659	C4-dicarboxylic acid transporter DauA
AJKAJODB_00483	CDS	210				hypothetical protein
AJKAJODB_00484	CDS	576	yvdD		COG1611	LOG family protein YvdD
AJKAJODB_00485	CDS	951	purR_1		COG1609	HTH-type transcriptional repressor PurR
AJKAJODB_00486	CDS	1764	bbmA	3.2.1.-	COG0366	Intracellular maltogenic amylase
AJKAJODB_00487	CDS	1254	mdxE		COG2182	Maltodextrin-binding protein MdxE
AJKAJODB_00488	CDS	1311				hypothetical protein
AJKAJODB_00489	CDS	837	malG_1		COG3833	Maltose/maltodextrin transport system permease protein MalG
AJKAJODB_00490	CDS	885				hypothetical protein
AJKAJODB_00491	CDS	2274	malP_2	2.4.1.8		Maltose phosphorylase
AJKAJODB_00492	CDS	1686	malL_2	3.2.1.10	COG0366	Oligo-1,6-glucosidase 1
AJKAJODB_00493	CDS	675	yvdM	5.4.2.6	COG0637	Beta-phosphoglucomutase
AJKAJODB_00494	CDS	594	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
AJKAJODB_00495	tRNA	81				tRNA-Arg(ccg)
AJKAJODB_00496	CDS	990	xerC_2			Tyrosine recombinase XerC
AJKAJODB_00497	CDS	732				hypothetical protein
AJKAJODB_00498	CDS	183				hypothetical protein
AJKAJODB_00499	CDS	234				hypothetical protein
AJKAJODB_00500	CDS	336				hypothetical protein
AJKAJODB_00501	CDS	216				hypothetical protein
AJKAJODB_00502	CDS	1176				hypothetical protein
AJKAJODB_00503	CDS	138				hypothetical protein
AJKAJODB_00504	CDS	333				hypothetical protein
AJKAJODB_00505	CDS	1170				hypothetical protein
AJKAJODB_00506	CDS	105				hypothetical protein
AJKAJODB_00507	CDS	354				hypothetical protein
AJKAJODB_00508	CDS	372	xre_1		COG1396	HTH-type transcriptional regulator Xre
AJKAJODB_00509	CDS	522				hypothetical protein
AJKAJODB_00510	CDS	348				hypothetical protein
AJKAJODB_00511	CDS	165				hypothetical protein
AJKAJODB_00512	CDS	360				hypothetical protein
AJKAJODB_00513	CDS	297				hypothetical protein
AJKAJODB_00514	CDS	360				hypothetical protein
AJKAJODB_00515	tRNA	75				tRNA-Val(gac)
AJKAJODB_00516	CDS	1191				hypothetical protein
AJKAJODB_00517	CDS	546	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
AJKAJODB_00518	CDS	1173	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
AJKAJODB_00519	CDS	1146	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
AJKAJODB_00520	CDS	723				hypothetical protein
AJKAJODB_00521	CDS	516	yjcG	3.1.-.-	COG1514	Putative phosphoesterase YjcG
AJKAJODB_00522	CDS	423	yjcF	2.3.1.-		putative N-acetyltransferase YjcF
AJKAJODB_00523	CDS	255				hypothetical protein
AJKAJODB_00524	CDS	2280	yjcD	3.6.4.12	COG0210	Putative ATP-dependent DNA helicase YjcD
AJKAJODB_00525	CDS	255				hypothetical protein
AJKAJODB_00526	CDS	150	yjcZ			Sporulation protein YjcZ
AJKAJODB_00527	CDS	207				hypothetical protein
AJKAJODB_00528	CDS	357	yjcA			Sporulation protein YjcA
AJKAJODB_00529	CDS	387	cotV			Spore coat protein V
AJKAJODB_00530	CDS	321	cotW			Spore coat protein W
AJKAJODB_00531	CDS	483	cotX			Spore coat protein X
AJKAJODB_00532	CDS	489	cotY			Spore coat protein Y
AJKAJODB_00533	CDS	450	cotZ			Spore coat protein Z
AJKAJODB_00534	CDS	678				hypothetical protein
AJKAJODB_00535	CDS	777	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
AJKAJODB_00536	CDS	816	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
AJKAJODB_00537	CDS	1011				hypothetical protein
AJKAJODB_00538	CDS	765	thiG	2.8.1.10	COG2022	Thiazole synthase
AJKAJODB_00539	CDS	204	thiS		COG2104	Sulfur carrier protein ThiS
AJKAJODB_00540	CDS	1110	thiO_1	1.4.3.19	COG0665	Glycine oxidase
AJKAJODB_00541	CDS	618	tenI	5.3.99.10	COG0352	Thiazole tautomerase
AJKAJODB_00542	CDS	711	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
AJKAJODB_00543	CDS	1845	kefB			Glutathione-regulated potassium-efflux system protein KefB
AJKAJODB_00544	CDS	735	prpE	3.6.1.17	COG0639	Bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical]
AJKAJODB_00545	CDS	900				hypothetical protein
AJKAJODB_00546	CDS	801	ppnKA	2.7.1.23	COG0061	NAD kinase 1
AJKAJODB_00547	CDS	636	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
AJKAJODB_00548	CDS	369				hypothetical protein
AJKAJODB_00549	CDS	573	yjbK	3.6.1.-	COG4116	Putative triphosphatase YjbK
AJKAJODB_00550	CDS	735	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
AJKAJODB_00551	CDS	399	yjbI		COG2346	Group 2 truncated hemoglobin YjbI
AJKAJODB_00552	CDS	900				hypothetical protein
AJKAJODB_00553	CDS	168				hypothetical protein
AJKAJODB_00554	CDS	2013	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
AJKAJODB_00555	CDS	1152	coiA		COG4469	Competence protein CoiA
AJKAJODB_00556	CDS	657	mecA		COG4862	Adapter protein MecA 1
AJKAJODB_00557	CDS	657				hypothetical protein
AJKAJODB_00558	CDS	396	spxA		COG1393	Regulatory protein Spx
AJKAJODB_00559	CDS	579	yjbC	2.3.1.-		Putative acetyltransferase YjbC
AJKAJODB_00560	CDS	1263				hypothetical protein
AJKAJODB_00561	CDS	918	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
AJKAJODB_00562	CDS	1068	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
AJKAJODB_00563	CDS	918	oppC		COG1173	Oligopeptide transport system permease protein OppC
AJKAJODB_00564	CDS	936	oppB		COG0601	Oligopeptide transport system permease protein OppB
AJKAJODB_00565	CDS	1638	oppA		COG4166	Oligopeptide-binding protein OppA
AJKAJODB_00566	CDS	993	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
AJKAJODB_00567	CDS	753				hypothetical protein
AJKAJODB_00568	CDS	912	dppC_1		COG1173	Dipeptide transport system permease protein DppC
AJKAJODB_00569	CDS	951	dppB_1		COG0601	Dipeptide transport system permease protein DppB
AJKAJODB_00570	CDS	1632	appA			Oligopeptide-binding protein AppA
AJKAJODB_00571	CDS	990	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
AJKAJODB_00572	CDS	987	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
AJKAJODB_00573	CDS	786				hypothetical protein
AJKAJODB_00574	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
AJKAJODB_00575	CDS	939	fabHA	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1
AJKAJODB_00576	CDS	228				hypothetical protein
AJKAJODB_00577	CDS	192				hypothetical protein
AJKAJODB_00578	CDS	954				Purine-binding protein
AJKAJODB_00579	CDS	558				hypothetical protein
AJKAJODB_00580	CDS	735				hypothetical protein
AJKAJODB_00581	CDS	186				hypothetical protein
AJKAJODB_00582	CDS	180				hypothetical protein
AJKAJODB_00583	CDS	333				hypothetical protein
AJKAJODB_00584	CDS	333				hypothetical protein
AJKAJODB_00585	CDS	237				hypothetical protein
AJKAJODB_00586	CDS	1191	yfmO			Multidrug efflux protein YfmO
AJKAJODB_00587	CDS	423	yfmP		COG0789	HTH-type transcriptional regulator YfmP
AJKAJODB_00588	CDS	447				hypothetical protein
AJKAJODB_00589	CDS	1890	uup		COG0488	ABC transporter ATP-binding protein uup
AJKAJODB_00590	CDS	855	yfmS		COG0840	Putative sensory transducer protein YfmS
AJKAJODB_00591	CDS	1458	yfmT	1.2.1.28	COG1012	Benzaldehyde dehydrogenase YfmT
AJKAJODB_00592	CDS	1386	yhdG_1		COG0531	putative amino acid permease YhdG
AJKAJODB_00593	CDS	708	yfnB	3.-.-.-	COG1011	Putative HAD-hydrolase YfnB
AJKAJODB_00594	CDS	1230	fsr			Fosmidomycin resistance protein
AJKAJODB_00595	CDS	936				hypothetical protein
AJKAJODB_00596	CDS	1179				hypothetical protein
AJKAJODB_00597	CDS	912				hypothetical protein
AJKAJODB_00598	CDS	903	rfbG	4.2.1.45	COG0451	CDP-glucose 4,6-dehydratase
AJKAJODB_00599	CDS	765	rfbF	2.7.7.33	COG1208	Glucose-1-phosphate cytidylyltransferase
AJKAJODB_00600	CDS	1962	ltaS1_1		COG1368	Lipoteichoic acid synthase 1
AJKAJODB_00601	CDS	3186	cypD		COG0369	Bifunctional cytochrome P450/NADPH--P450 reductase 1
AJKAJODB_00602	CDS	1074				hypothetical protein
AJKAJODB_00603	CDS	1155				IS256 family transposase ISBsu2
AJKAJODB_00604	CDS	333				hypothetical protein
AJKAJODB_00605	CDS	1131	rapA_1	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
AJKAJODB_00606	CDS	135				hypothetical protein
AJKAJODB_00607	CDS	213				hypothetical protein
AJKAJODB_00608	CDS	954	cwlA_1	3.5.1.28	COG3409	N-acetylmuramoyl-L-alanine amidase CwlA
AJKAJODB_00609	CDS	378				hypothetical protein
AJKAJODB_00610	CDS	603				hypothetical protein
AJKAJODB_00611	CDS	837	ydbD_1	1.11.1.6	COG3546	putative manganese catalase
AJKAJODB_00612	CDS	597				hypothetical protein
AJKAJODB_00613	CDS	342	xre_2		COG1396	HTH-type transcriptional regulator Xre
AJKAJODB_00614	CDS	180				hypothetical protein
AJKAJODB_00615	CDS	837				hypothetical protein
AJKAJODB_00616	CDS	636	dnaA_1			Chromosomal replication initiator protein DnaA
AJKAJODB_00617	CDS	168				hypothetical protein
AJKAJODB_00618	CDS	96				hypothetical protein
AJKAJODB_00619	CDS	351				hypothetical protein
AJKAJODB_00620	CDS	207				hypothetical protein
AJKAJODB_00621	CDS	510				hypothetical protein
AJKAJODB_00622	CDS	798				hypothetical protein
AJKAJODB_00623	CDS	1302				hypothetical protein
AJKAJODB_00624	CDS	1488				hypothetical protein
AJKAJODB_00625	CDS	828	yqbD			putative protein YqbD
AJKAJODB_00626	CDS	936	xkdG			Phage-like element PBSX protein XkdG
AJKAJODB_00627	CDS	384	yqbG			putative protein YqbG
AJKAJODB_00628	CDS	357	xkdH			Phage-like element PBSX protein XkdH
AJKAJODB_00629	CDS	486				hypothetical protein
AJKAJODB_00630	CDS	441				hypothetical protein
AJKAJODB_00631	CDS	1401				hypothetical protein
AJKAJODB_00632	CDS	444	xkdM			Phage-like element PBSX protein XkdM
AJKAJODB_00633	CDS	447	yqbN			putative protein YqbN
AJKAJODB_00634	CDS	5004				hypothetical protein
AJKAJODB_00635	CDS	708				hypothetical protein
AJKAJODB_00636	CDS	978				hypothetical protein
AJKAJODB_00637	CDS	267				hypothetical protein
AJKAJODB_00638	CDS	426				hypothetical protein
AJKAJODB_00639	CDS	1047				hypothetical protein
AJKAJODB_00640	CDS	579				hypothetical protein
AJKAJODB_00641	CDS	273				hypothetical protein
AJKAJODB_00642	CDS	2064				hypothetical protein
AJKAJODB_00643	CDS	330	xkdW			Phage-like element PBSX protein XkdW
AJKAJODB_00644	CDS	165				hypothetical protein
AJKAJODB_00645	CDS	840				hypothetical protein
AJKAJODB_00646	CDS	270				hypothetical protein
AJKAJODB_00647	CDS	264				hypothetical protein
AJKAJODB_00648	CDS	894	xlyA_1	3.5.1.28	COG1388	N-acetylmuramoyl-L-alanine amidase XlyA
AJKAJODB_00649	CDS	171	spoIISB			Stage II sporulation protein SB
AJKAJODB_00650	CDS	747	spoIISA			Stage II sporulation protein SA
AJKAJODB_00651	CDS	1002				hypothetical protein
AJKAJODB_00652	CDS	618				hypothetical protein
AJKAJODB_00653	CDS	1317	steT		COG0531	Serine/threonine exchanger SteT
AJKAJODB_00654	CDS	951	mhqA	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
AJKAJODB_00655	CDS	2151				hypothetical protein
AJKAJODB_00656	CDS	972		2.4.-.-		putative glycosyltransferase
AJKAJODB_00657	CDS	177				hypothetical protein
AJKAJODB_00658	CDS	1353	htrA_1	3.4.21.107	COG0265	Serine protease Do-like HtrA
AJKAJODB_00659	CDS	819	proC_1	1.5.1.2		Pyrroline-5-carboxylate reductase
AJKAJODB_00660	CDS	825	dppA	3.4.11.-	COG2362	D-aminopeptidase
AJKAJODB_00661	CDS	915	dppB_2		COG0601	Dipeptide transport system permease protein DppB
AJKAJODB_00662	CDS	972	dppC_2		COG1173	Dipeptide transport system permease protein DppC
AJKAJODB_00663	CDS	1008	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
AJKAJODB_00664	CDS	1632	dppE		COG4166	Dipeptide-binding protein DppE
AJKAJODB_00665	CDS	141				hypothetical protein
AJKAJODB_00666	CDS	942	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
AJKAJODB_00667	CDS	1080	ykfB	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
AJKAJODB_00668	CDS	891	ykfC	3.4.14.13	COG0791	Gamma-D-glutamyl-L-lysine dipeptidyl-peptidase
AJKAJODB_00669	CDS	990	oppF_3		COG4608	Oligopeptide transport ATP-binding protein OppF
AJKAJODB_00670	CDS	1050	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
AJKAJODB_00671	CDS	474	arcA	3.5.3.6	COG2235	Arginine deiminase
AJKAJODB_00672	CDS	561				hypothetical protein
AJKAJODB_00673	CDS	1200	hmp	1.14.12.17	COG1017	Flavohemoprotein
AJKAJODB_00674	CDS	225				hypothetical protein
AJKAJODB_00675	CDS	732				hypothetical protein
AJKAJODB_00676	CDS	528				hypothetical protein
AJKAJODB_00677	CDS	519		2.3.1.-	COG1670	Acetyltransferase
AJKAJODB_00678	CDS	339	gdnC		COG2076	putative guanidinium efflux system subunit GdnC
AJKAJODB_00679	CDS	318	gdnD		COG2076	putative guanidinium efflux system subunit GdnD
AJKAJODB_00680	CDS	903	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
AJKAJODB_00681	CDS	1098	proB_1	2.7.2.11	COG0263	Glutamate 5-kinase 1
AJKAJODB_00682	CDS	1248	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
AJKAJODB_00683	CDS	426	ohrA		COG1764	Organic hydroperoxide resistance protein OhrA
AJKAJODB_00684	CDS	444	ohrR			Organic hydroperoxide resistance transcriptional regulator
AJKAJODB_00685	CDS	411	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
AJKAJODB_00686	CDS	471	guaD	3.5.4.3	COG0590	Guanine deaminase
AJKAJODB_00687	CDS	2289	metE_1	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
AJKAJODB_00688	CDS	960	isp	3.4.21.-	COG1404	Major intracellular serine protease
AJKAJODB_00689	CDS	834	rsbRB		COG1366	RsbT co-antagonist protein RsbRB
AJKAJODB_00690	CDS	765	ykoC			Putative HMP/thiamine permease protein YkoC
AJKAJODB_00691	CDS	1644	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
AJKAJODB_00692	CDS	600	ykoE		COG4721	Putative HMP/thiamine permease protein YkoE
AJKAJODB_00693	CDS	603	ykoF			Putative HMP/thiamine-binding protein YkoF
AJKAJODB_00694	CDS	687	mprA			Response regulator MprA
AJKAJODB_00695	CDS	1365	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
AJKAJODB_00696	CDS	681				hypothetical protein
AJKAJODB_00697	CDS	513	ykoJ		COG3212	putative protein YkoJ
AJKAJODB_00698	CDS	138				hypothetical protein
AJKAJODB_00699	CDS	123				hypothetical protein
AJKAJODB_00700	CDS	1356	mgtE		COG2239	Magnesium transporter MgtE
AJKAJODB_00701	CDS	333	tnrA		COG0789	HTH-type transcriptional regulator TnrA
