locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBHGPHIL_00337	CDS	1401	dnaA		COG0593	Chromosomal replication initiator protein DnaA
MBHGPHIL_00338	CDS	1101	dnaN		COG0592	Beta sliding clamp
MBHGPHIL_00339	CDS	1074	recF_1		COG1195	DNA replication and repair protein RecF
MBHGPHIL_00340	CDS	2415	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
MBHGPHIL_00341	CDS	897	benM_1			HTH-type transcriptional regulator BenM
MBHGPHIL_00342	CDS	1191	dgoD_1	4.2.1.6	COG4948	D-galactonate dehydratase
MBHGPHIL_00343	CDS	1263	sauU_1			putative sulfoacetate transporter SauU
MBHGPHIL_00344	CDS	846	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
MBHGPHIL_00345	CDS	690	lutR		COG2186	HTH-type transcriptional regulator LutR
MBHGPHIL_00346	CDS	879	dgoK1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
MBHGPHIL_00347	CDS	618	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
MBHGPHIL_00348	CDS	1149	dgoD_2	4.2.1.6	COG4948	D-galactonate dehydratase
MBHGPHIL_00349	CDS	1293	dgoT			D-galactonate transporter
MBHGPHIL_00350	CDS	2736	torS	2.7.13.3	COG0784	Sensor protein TorS
MBHGPHIL_00351	CDS	1041	torT		COG1879	Periplasmic protein TorT
MBHGPHIL_00352	CDS	729	torR		COG0745	TorCAD operon transcriptional regulatory protein TorR
MBHGPHIL_00353	CDS	1185	torC		COG3005	Cytochrome c-type protein TorC
MBHGPHIL_00354	CDS	2553	torA	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 1
MBHGPHIL_00355	CDS	633	torD_1		COG3381	Chaperone protein TorD
MBHGPHIL_00356	CDS	1401				hypothetical protein
MBHGPHIL_00357	CDS	627	ccmA_1	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
MBHGPHIL_00358	CDS	657	ccmB_1		COG2386	Heme exporter protein B
MBHGPHIL_00359	CDS	738	ccmC_1		COG0755	Heme exporter protein C
MBHGPHIL_00360	CDS	213	ccmD_1		COG3114	Heme exporter protein D
MBHGPHIL_00361	CDS	480	ccmE_1		COG2332	Cytochrome c-type biogenesis protein CcmE
MBHGPHIL_00362	CDS	1932	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
MBHGPHIL_00363	CDS	558	dsbE_1		COG0526	Thiol:disulfide interchange protein DsbE
MBHGPHIL_00364	CDS	375				hypothetical protein
MBHGPHIL_00365	CDS	1230	pepT	3.4.11.4	COG2195	Peptidase T
MBHGPHIL_00366	CDS	1137	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
MBHGPHIL_00367	CDS	864	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
MBHGPHIL_00368	CDS	1011	sifA			Secreted effector protein SifA
MBHGPHIL_00369	CDS	780	ydcV_1			Inner membrane ABC transporter permease protein YdcV
MBHGPHIL_00370	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
MBHGPHIL_00371	CDS	822	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
MBHGPHIL_00372	CDS	912	nagK_1	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
MBHGPHIL_00373	CDS	1245	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
MBHGPHIL_00374	CDS	702	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
MBHGPHIL_00375	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
MBHGPHIL_00376	CDS	3447	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
MBHGPHIL_00377	CDS	966	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
MBHGPHIL_00378	CDS	258	bhsA			Multiple stress resistance protein BhsA
MBHGPHIL_00379	CDS	636	comR			HTH-type transcriptional repressor ComR
MBHGPHIL_00380	CDS	540				hypothetical protein
MBHGPHIL_00381	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
MBHGPHIL_00382	CDS	543				hypothetical protein
MBHGPHIL_00383	CDS	1026	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
MBHGPHIL_00384	CDS	825	thiK	2.7.1.89	COG0510	Thiamine kinase
MBHGPHIL_00385	CDS	639	lpoB		COG3417	Penicillin-binding protein activator LpoB
MBHGPHIL_00386	CDS	375				hypothetical protein
MBHGPHIL_00387	CDS	378	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
MBHGPHIL_00388	CDS	2175	fhuE		COG4773	FhuE receptor
MBHGPHIL_00389	CDS	1434	ptsG_1		COG1263	PTS system glucose-specific EIICB component
MBHGPHIL_00390	CDS	798	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
MBHGPHIL_00391	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
MBHGPHIL_00392	CDS	642	tmk	2.7.4.9	COG0125	Thymidylate kinase
MBHGPHIL_00393	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
MBHGPHIL_00394	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
MBHGPHIL_00395	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
MBHGPHIL_00396	CDS	237	acpP_1			Acyl carrier protein
MBHGPHIL_00397	CDS	735	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MBHGPHIL_00398	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
MBHGPHIL_00399	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
MBHGPHIL_00400	CDS	1050	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
MBHGPHIL_00401	CDS	174	rpmF		COG0333	50S ribosomal protein L32
MBHGPHIL_00402	CDS	522	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
MBHGPHIL_00403	CDS	585	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
MBHGPHIL_00404	CDS	225				hypothetical protein
MBHGPHIL_00405	CDS	762				hypothetical protein
MBHGPHIL_00406	CDS	1044	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
MBHGPHIL_00407	CDS	3204	rne	3.1.26.12	COG1530	Ribonuclease E
MBHGPHIL_00408	CDS	954	flgL		COG1344	Flagellar hook-associated protein 3
MBHGPHIL_00409	CDS	1662	flgK		COG1256	Flagellar hook-associated protein 1
MBHGPHIL_00410	CDS	951	flgJ	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
MBHGPHIL_00411	CDS	1098	flgI			Flagellar P-ring protein
MBHGPHIL_00412	CDS	666	flgH			Flagellar L-ring protein
MBHGPHIL_00413	CDS	783	flgG		COG4786	Flagellar basal-body rod protein FlgG
MBHGPHIL_00414	CDS	756	flgF		COG4787	Flagellar basal-body rod protein FlgF
MBHGPHIL_00415	CDS	1212	flgE		COG1749	Flagellar hook protein FlgE
MBHGPHIL_00416	CDS	699	flgD		COG1843	Basal-body rod modification protein FlgD
MBHGPHIL_00417	CDS	405	flgC		COG1558	Flagellar basal-body rod protein FlgC
MBHGPHIL_00418	CDS	417	flgB		COG1815	Flagellar basal body rod protein FlgB
MBHGPHIL_00419	CDS	660	flgA		COG1261	Flagella basal body P-ring formation protein FlgA
MBHGPHIL_00420	CDS	294	flgM		COG2747	Negative regulator of flagellin synthesis
MBHGPHIL_00421	CDS	423	flgN		COG3418	Flagella synthesis protein FlgN
MBHGPHIL_00422	CDS	1575	murJ		COG0728	putative lipid II flippase MurJ
MBHGPHIL_00423	CDS	924	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
MBHGPHIL_00424	CDS	648				hypothetical protein
MBHGPHIL_00425	CDS	585	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
MBHGPHIL_00426	CDS	1209	mdtH			Multidrug resistance protein MdtH
MBHGPHIL_00427	CDS	648	grxB		COG2999	Glutaredoxin 2
MBHGPHIL_00428	CDS	561	yceB			putative lipoprotein YceB
MBHGPHIL_00429	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
MBHGPHIL_00430	CDS	246	dinI_1			DNA damage-inducible protein I
MBHGPHIL_00431	CDS	255	bssS			Biofilm regulator BssS
MBHGPHIL_00432	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
MBHGPHIL_00433	CDS	114	yceO			putative protein YceO
MBHGPHIL_00434	CDS	573	yceJ		COG3038	Cytochrome b561 
MBHGPHIL_00435	CDS	576	yceI_1		COG2353	Protein YceI
MBHGPHIL_00436	CDS	1053				hypothetical protein
MBHGPHIL_00437	CDS	921	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
MBHGPHIL_00438	CDS	1215	sbnD_1			Staphyloferrin B transporter
MBHGPHIL_00439	CDS	375				hypothetical protein
MBHGPHIL_00440	CDS	228				hypothetical protein
MBHGPHIL_00441	CDS	2544	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
MBHGPHIL_00442	CDS	1554	mdoG		COG3131	Glucans biosynthesis protein G
MBHGPHIL_00443	CDS	1155	mdoC	2.1.-.-		Glucans biosynthesis protein C
MBHGPHIL_00444	CDS	1485	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
MBHGPHIL_00445	CDS	540	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
MBHGPHIL_00446	CDS	321	ymdA			putative protein YmdA
MBHGPHIL_00447	CDS	327	csgC			Curli assembly protein CsgC
MBHGPHIL_00448	CDS	456	csgA			Major curlin subunit
MBHGPHIL_00449	CDS	456	csgB			Minor curlin subunit
MBHGPHIL_00450	CDS	651	csgD		COG2771	putative csgAB operon transcriptional regulatory protein
MBHGPHIL_00451	CDS	396	csgE			Curli production assembly/transport component CsgE
MBHGPHIL_00452	CDS	417	csgF			Curli production assembly/transport component CsgF
MBHGPHIL_00453	CDS	834	csgG		COG1462	Curli production assembly/transport component CsgG
MBHGPHIL_00454	CDS	495	ycdZ			Inner membrane protein YcdZ
MBHGPHIL_00455	CDS	555	ycdY		COG3381	Chaperone protein YcdY
MBHGPHIL_00456	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
MBHGPHIL_00457	CDS	939	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
MBHGPHIL_00458	tRNA	88				tRNA-Ser(gga)
MBHGPHIL_00459	CDS	276				hypothetical protein
MBHGPHIL_00460	CDS	171				hypothetical protein
MBHGPHIL_00461	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
MBHGPHIL_00462	CDS	759	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
MBHGPHIL_00463	CDS	678	rpe_1	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
MBHGPHIL_00464	CDS	837	dam	2.1.1.72	COG0338	DNA adenine methylase
MBHGPHIL_00465	CDS	1278	damX		COG3266	Cell division protein DamX
MBHGPHIL_00466	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
MBHGPHIL_00467	CDS	522	aroK	2.7.1.71	COG0703	Shikimate kinase 1
MBHGPHIL_00468	CDS	1203	pilQ		COG4796	Type IV pilus biogenesis and competence protein PilQ
MBHGPHIL_00469	CDS	402				hypothetical protein
MBHGPHIL_00470	CDS	474				hypothetical protein
MBHGPHIL_00471	CDS	540				hypothetical protein
MBHGPHIL_00472	CDS	780				hypothetical protein
MBHGPHIL_00473	CDS	2553	mrcA		COG5009	Penicillin-binding protein 1A
MBHGPHIL_00474	CDS	564	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
MBHGPHIL_00475	CDS	2133	igaA			Intracellular growth attenuator protein igaA
MBHGPHIL_00476	CDS	669	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
MBHGPHIL_00477	CDS	402	hslR		COG1188	Heat shock protein 15
MBHGPHIL_00478	CDS	879	hslO		COG1281	33 kDa chaperonin
MBHGPHIL_00479	CDS	1710				hypothetical protein
MBHGPHIL_00480	CDS	1620	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
MBHGPHIL_00481	CDS	1353	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
MBHGPHIL_00482	CDS	720	ompR			Transcriptional regulatory protein OmpR
MBHGPHIL_00483	CDS	474	greB		COG0782	Transcription elongation factor GreB
MBHGPHIL_00484	CDS	2331	yhgF		COG2183	Protein YhgF
MBHGPHIL_00485	CDS	228	feoA		COG1918	Fe(2+) transport protein A
MBHGPHIL_00486	CDS	2319	feoB		COG0370	Fe(2+) transporter FeoB
MBHGPHIL_00487	CDS	237	feoC			putative [Fe-S]-dependent transcriptional repressor FeoC
MBHGPHIL_00488	CDS	915				ISNCY family transposase ISSen7
MBHGPHIL_00489	CDS	771	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
MBHGPHIL_00490	CDS	684	prs_1			Putative ribose-phosphate pyrophosphokinase
MBHGPHIL_00491	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
MBHGPHIL_00492	CDS	1317	gntT_1		COG2610	High-affinity gluconate transporter
MBHGPHIL_00493	CDS	2079	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
MBHGPHIL_00494	CDS	2394	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
MBHGPHIL_00495	CDS	2706	malT_1		COG2909	HTH-type transcriptional regulator MalT
MBHGPHIL_00496	CDS	276	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
MBHGPHIL_00497	CDS	261	dinJ			Antitoxin DinJ
MBHGPHIL_00498	CDS	1020	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
MBHGPHIL_00499	CDS	1218	rtcB_1	6.5.1.-	COG1690	RNA-splicing ligase RtcB
MBHGPHIL_00500	CDS	1554	rsr			60 kDa SS-A/Ro ribonucleoprotein 
MBHGPHIL_00501	CDS	1584	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
MBHGPHIL_00502	CDS	759	glpR		COG1349	Glycerol-3-phosphate regulon repressor
MBHGPHIL_00503	CDS	831	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
MBHGPHIL_00504	CDS	327	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
MBHGPHIL_00505	CDS	1509	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
MBHGPHIL_00506	CDS	546				hypothetical protein
MBHGPHIL_00507	CDS	1497				hypothetical protein
MBHGPHIL_00508	CDS	1110	gldA_1	1.1.1.6	COG0371	Glycerol dehydrogenase
MBHGPHIL_00509	CDS	1335	ttuB_1			Putative tartrate transporter
MBHGPHIL_00510	CDS	1716	ilvD_2	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
MBHGPHIL_00511	CDS	906	yjhH	4.1.2.28	COG0329	putative 2-dehydro-3-deoxy-D-pentonate aldolase YjhH
MBHGPHIL_00512	CDS	756	rhmR_1		COG1414	putative HTH-type transcriptional regulator RhmR
MBHGPHIL_00513	CDS	2448	malP_2	2.4.1.1	COG0058	Maltodextrin phosphorylase
MBHGPHIL_00514	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
MBHGPHIL_00515	CDS	1296	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
MBHGPHIL_00516	CDS	1977	glgX_1	3.2.1.196	COG1523	Glycogen debranching enzyme
MBHGPHIL_00517	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
MBHGPHIL_00518	CDS	1107	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
MBHGPHIL_00519	CDS	1341	gntU		COG2610	Low-affinity gluconate transporter
MBHGPHIL_00520	CDS	609	gntK_1	2.7.1.12	COG3265	Thermoresistant gluconokinase
MBHGPHIL_00521	CDS	996	gntR_1			HTH-type transcriptional regulator GntR
MBHGPHIL_00522	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
MBHGPHIL_00523	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
MBHGPHIL_00524	CDS	126				hypothetical protein
MBHGPHIL_00525	CDS	489	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
MBHGPHIL_00526	CDS	1215	RBKS_1	2.7.1.15		Ribokinase
MBHGPHIL_00527	CDS	762				hypothetical protein
MBHGPHIL_00528	CDS	972				hypothetical protein
MBHGPHIL_00529	CDS	1035	php		COG1735	Phosphotriesterase homology protein
MBHGPHIL_00530	CDS	1743	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
MBHGPHIL_00531	CDS	417	yhhA			putative protein YhhA
MBHGPHIL_00532	CDS	741	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
MBHGPHIL_00533	CDS	1071	ugpC	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
MBHGPHIL_00534	CDS	846	lacG			Lactose transport system permease protein LacG
MBHGPHIL_00535	CDS	888	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
MBHGPHIL_00536	CDS	1317	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
MBHGPHIL_00537	CDS	369				hypothetical protein
MBHGPHIL_00538	CDS	222				hypothetical protein
MBHGPHIL_00539	CDS	714	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
MBHGPHIL_00540	CDS	768	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
MBHGPHIL_00541	CDS	1278				hypothetical protein
MBHGPHIL_00542	CDS	351	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
MBHGPHIL_00543	CDS	552	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
MBHGPHIL_00544	CDS	1110	livK		COG0683	Leucine-specific-binding protein
MBHGPHIL_00545	CDS	384	panM			PanD regulatory factor
MBHGPHIL_00546	CDS	1098	livJ		COG0683	Leu/Ile/Val/Thr-binding protein
MBHGPHIL_00547	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
MBHGPHIL_00548	CDS	1056	ftsX		COG2177	Cell division protein FtsX
MBHGPHIL_00549	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
MBHGPHIL_00550	CDS	1476	ftsY		COG0552	Signal recognition particle receptor FtsY
MBHGPHIL_00551	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
MBHGPHIL_00552	CDS	270				hypothetical protein
MBHGPHIL_00553	CDS	372				hypothetical protein
MBHGPHIL_00554	CDS	627				hypothetical protein
MBHGPHIL_00555	CDS	2199	zntA	3.6.3.3		Zinc/cadmium/lead-transporting P-type ATPase
MBHGPHIL_00556	CDS	1644	tsr_1		COG0840	Methyl-accepting chemotaxis protein I
MBHGPHIL_00557	CDS	336	tusA			Sulfur carrier protein TusA
MBHGPHIL_00558	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
MBHGPHIL_00559	CDS	558				hypothetical protein
MBHGPHIL_00560	CDS	1260	yhhS			putative MFS-type transporter YhhS
MBHGPHIL_00561	CDS	1050	yhhT		COG0628	Putative transport protein YhhT
MBHGPHIL_00562	CDS	579				hypothetical protein
MBHGPHIL_00563	CDS	438	nikR		COG0864	Nickel-responsive regulator
MBHGPHIL_00564	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
MBHGPHIL_00565	CDS	2742	rbbA		COG0842	Ribosome-associated ATPase
MBHGPHIL_00566	CDS	1068				hypothetical protein
MBHGPHIL_00567	CDS	1197			COG2081	putative protein
MBHGPHIL_00568	CDS	1497	pitA		COG0306	Low-affinity inorganic phosphate transporter 1
MBHGPHIL_00569	CDS	336	uspB			Universal stress protein B
MBHGPHIL_00570	CDS	435	uspA		COG0589	Universal stress protein A
MBHGPHIL_00571	CDS	1470	dtpB		COG3104	Dipeptide and tripeptide permease B
MBHGPHIL_00572	CDS	759	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
MBHGPHIL_00573	CDS	2043	prlC	3.4.24.70	COG0339	Oligopeptidase A
MBHGPHIL_00574	CDS	1272				hypothetical protein
MBHGPHIL_00575	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
MBHGPHIL_00576	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
MBHGPHIL_00577	CDS	1044	ansB_1	3.5.1.1		L-asparaginase
MBHGPHIL_00578	CDS	1320	dcuA_1		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
MBHGPHIL_00579	CDS	846	frlD	2.7.1.-	COG0524	Fructosamine kinase FrlD
MBHGPHIL_00580	CDS	978	frlB_1	3.5.-.-	COG2222	Fructosamine deglycase FrlB
MBHGPHIL_00581	CDS	720	nagR_1		COG2188	HTH-type transcriptional repressor NagR
MBHGPHIL_00582	CDS	1650	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
MBHGPHIL_00583	CDS	1590				hypothetical protein
MBHGPHIL_00584	CDS	357				hypothetical protein
MBHGPHIL_00585	CDS	603	yhjB			Putative HTH-type transcriptional regulator YhjB
MBHGPHIL_00586	CDS	900	dmlR_1			HTH-type transcriptional regulator DmlR
MBHGPHIL_00587	CDS	1029	yhjD		COG1295	Inner membrane protein YhjD
MBHGPHIL_00588	CDS	1323	yhjE			Inner membrane metabolite transport protein YhjE
MBHGPHIL_00589	CDS	2061				hypothetical protein
MBHGPHIL_00590	CDS	768	pdeH	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
MBHGPHIL_00591	CDS	930	kdgK	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
MBHGPHIL_00592	CDS	1488	yhjJ		COG0612	Protein YhjJ
MBHGPHIL_00593	CDS	1287	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
MBHGPHIL_00594	CDS	2007	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
MBHGPHIL_00595	CDS	3543	bcsC		COG0457	Cellulose synthase operon protein C
MBHGPHIL_00596	CDS	1110	bcsZ	3.2.1.4	COG3405	Endoglucanase
MBHGPHIL_00597	CDS	2151	bcsB			Cyclic di-GMP-binding protein
MBHGPHIL_00598	CDS	2625	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
MBHGPHIL_00599	CDS	753	bcsQ			Cellulose biosynthesis protein BcsQ
MBHGPHIL_00600	CDS	204	yhjR			Protein YhjR
MBHGPHIL_00601	CDS	1560	bcsE			Cyclic di-GMP binding protein BcsE
MBHGPHIL_00602	CDS	192				hypothetical protein
MBHGPHIL_00603	CDS	1680	bcsG			Cellulose biosynthesis protein BcsG
MBHGPHIL_00604	CDS	108	ldrD			Small toxic polypeptide LdrD
MBHGPHIL_00605	CDS	1299	yhjV		COG0814	Inner membrane transport protein YhjV
MBHGPHIL_00606	CDS	1014	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
MBHGPHIL_00607	CDS	984	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
MBHGPHIL_00608	CDS	903	dppC_1		COG1173	Dipeptide transport system permease protein DppC
MBHGPHIL_00609	CDS	1020	dppB_1		COG0601	Dipeptide transport system permease protein DppB
MBHGPHIL_00610	CDS	1608	dppA		COG0747	Periplasmic dipeptide transport protein
MBHGPHIL_00611	CDS	1326	pucK		COG2233	Uric acid permease PucK
MBHGPHIL_00612	CDS	1125				hypothetical protein
MBHGPHIL_00613	CDS	1008	malR		COG1609	HTH-type transcriptional regulator MalR
MBHGPHIL_00614	tRNA	77				tRNA-Pro(cgg)
MBHGPHIL_00615	CDS	1692	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
MBHGPHIL_00616	CDS	528	lpfE			putative fimbrial subunit LpfE
MBHGPHIL_00617	CDS	513	lpfD_1			putative minor fimbrial subunit LpfD
MBHGPHIL_00618	CDS	402	lpfD_2			putative minor fimbrial subunit LpfD
MBHGPHIL_00619	CDS	2529	elfC_1		COG3188	putative outer membrane usher protein ElfC
MBHGPHIL_00620	CDS	699	lpfB_1			putative fimbrial chaperone LpfB
MBHGPHIL_00621	CDS	525	lpfA			putative major fimbrial subunit LpfA
MBHGPHIL_00622	CDS	189				hypothetical protein
MBHGPHIL_00623	CDS	705				hypothetical protein
MBHGPHIL_00624	CDS	582	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
MBHGPHIL_00625	CDS	441	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
MBHGPHIL_00626	CDS	2334	bisC	1.-.-.-	COG0243	Biotin sulfoxide reductase
MBHGPHIL_00627	CDS	660	yiaD		COG2885	putative lipoprotein YiaD
MBHGPHIL_00628	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
MBHGPHIL_00629	CDS	711				hypothetical protein
MBHGPHIL_00630	CDS	333				hypothetical protein
MBHGPHIL_00631	CDS	213	cspA		COG1278	Cold shock protein CspA
MBHGPHIL_00632	CDS	540				hypothetical protein
MBHGPHIL_00633	CDS	486				hypothetical protein
MBHGPHIL_00634	CDS	267				hypothetical protein
MBHGPHIL_00635	CDS	468	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
MBHGPHIL_00636	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
MBHGPHIL_00637	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
MBHGPHIL_00638	CDS	303				hypothetical protein
MBHGPHIL_00639	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
MBHGPHIL_00640	CDS	354				hypothetical protein
MBHGPHIL_00641	CDS	1455	xylB	2.7.1.17	COG1070	Xylulose kinase
MBHGPHIL_00642	CDS	1323	xylA	5.3.1.5		Xylose isomerase
MBHGPHIL_00643	CDS	1179	xylR			Xylose operon regulatory protein
MBHGPHIL_00644	CDS	825				hypothetical protein
MBHGPHIL_00645	CDS	2028	malS	3.2.1.1	COG0366	Periplasmic alpha-amylase
MBHGPHIL_00646	CDS	1251	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
MBHGPHIL_00647	CDS	474	hyfA_1	1.-.-.-	COG1142	Hydrogenase-4 component A
MBHGPHIL_00648	CDS	801	yiaJ		COG1414	DNA-binding transcriptional repressor YiaJ
MBHGPHIL_00649	CDS	999	dlgD	1.1.1.130	COG2055	2,3-diketo-L-gulonate reductase
MBHGPHIL_00650	CDS	465	yhcH_1		COG2731	putative protein YhcH
MBHGPHIL_00651	CDS	933	yiaX1			putative protein YiaX1
MBHGPHIL_00652	CDS	474	yiaM		COG3090	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
MBHGPHIL_00653	CDS	1278	siaM		COG1593	Sialic acid TRAP transporter large permease protein SiaM
MBHGPHIL_00654	CDS	987	yiaO		COG1638	2,3-diketo-L-gulonate-binding periplasmic protein YiaO
MBHGPHIL_00655	CDS	1497	lyx	2.7.1.-	COG1070	L-xylulose/3-keto-L-gulonate kinase
MBHGPHIL_00656	CDS	663	sgbH	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
